EIDW
EGLL
543198
331
0,53.421,-6.248,0.0
250,53.42,-6.248,320.0
265,53.42,-6.249,320.0
275,53.42,-6.25,320.0
290,53.42,-6.251,320.0
299,53.42,-6.256,320.0
309,53.421,-6.264,320.0
321,53.421,-6.276,320.0
334,53.422,-6.292,556.0
346,53.423,-6.306,784.0
360,53.423,-6.32,982.0
376,53.424,-6.338,1120.0
391,53.425,-6.358,1173.0
411,53.426,-6.388,1287.0
431,53.428,-6.421,1539.0
441,53.429,-6.44,1737.0
451,53.428,-6.457,1912.0
462,53.424,-6.47,2019.0
472,53.414,-6.484,2209.0
482,53.403,-6.489,2377.0
492,53.391,-6.487,2522.0
502,53.379,-6.479,2667.0
513,53.369,-6.464,2819.0
522,53.363,-6.447,2941.0
532,53.358,-6.419,3101.0
541,53.356,-6.399,3177.0
552,53.355,-6.375,3230.0
563,53.353,-6.334,3307.0
571,53.352,-6.312,3345.0
583,53.35,-6.278,3436.0
594,53.347,-6.246,3543.0
604,53.345,-6.216,3649.0
613,53.343,-6.187,3802.0
623,53.34,-6.157,3977.0
632,53.338,-6.135,4069.0
643,53.335,-6.103,4198.0
654,53.332,-6.067,4389.0
664,53.329,-6.039,4518.0
675,53.326,-6.006,4648.0
684,53.324,-5.976,4785.0
694,53.321,-5.946,4914.0
704,53.318,-5.915,5021.0
714,53.315,-5.884,5113.0
724,53.312,-5.852,5227.0
734,53.31,-5.822,5326.0
744,53.307,-5.79,5448.0
752,53.304,-5.764,5547.0
764,53.302,-5.739,5608.0
775,53.298,-5.699,5638.0
785,53.295,-5.66,5654.0
796,53.291,-5.618,5730.0
815,53.285,-5.555,5905.0
826,53.281,-5.52,5966.0
836,53.279,-5.489,6035.0
851,53.277,-5.433,6172.0
867,53.275,-5.369,6294.0
876,53.274,-5.331,6347.0
892,53.273,-5.271,6484.0
906,53.271,-5.217,6659.0
916,53.27,-5.179,6736.0
926,53.269,-5.141,6804.0
937,53.268,-5.104,6888.0
947,53.267,-5.063,6972.0
958,53.265,-5.018,7040.0
967,53.264,-4.978,7109.0
978,53.263,-4.941,7193.0
987,53.261,-4.899,7269.0
1003,53.259,-4.836,7406.0
1023,53.256,-4.761,7551.0
1033,53.255,-4.718,7627.0
1044,53.253,-4.68,7703.0
1054,53.252,-4.639,7772.0
1064,53.25,-4.599,7818.0
1072,53.248,-4.565,7871.0
1084,53.244,-4.521,7940.0
1094,53.24,-4.481,8001.0
1103,53.236,-4.442,8069.0
1114,53.231,-4.398,8100.0
1123,53.227,-4.357,8145.0
1135,53.222,-4.305,8206.0
1144,53.22,-4.277,8244.0
1155,53.215,-4.227,8290.0
1164,53.212,-4.187,8359.0
1174,53.208,-4.149,8442.0
1186,53.204,-4.096,8549.0
1206,53.196,-4.015,8633.0
1226,53.189,-3.929,8747.0
1236,53.185,-3.886,8808.0
1251,53.178,-3.817,9006.0
1271,53.17,-3.73,9296.0
1291,53.162,-3.647,9464.0
1302,53.159,-3.611,9479.0
1311,53.155,-3.564,9502.0
1321,53.151,-3.522,9555.0
1331,51.83,-3.676,10058.0
1336,53.142,-3.468,9669.0
1342,53.137,-3.444,9753.0
1352,53.128,-3.406,9898.0
1362,53.119,-3.368,9989.0
1373,53.109,-3.325,10050.0
1381,53.102,-3.293,10066.0
1393,53.092,-3.254,10066.0
1403,53.083,-3.214,10058.0
1411,53.076,-3.185,10050.0
1422,53.069,-3.152,10050.0
1433,53.059,-3.109,10050.0
1444,53.05,-3.072,10050.0
1452,53.043,-3.042,10050.0
1464,53.035,-3.007,10050.0
1472,53.028,-2.976,10058.0
1484,53.021,-2.944,10058.0
1495,53.007,-2.889,10058.0
1503,52.999,-2.853,10050.0
1513,52.99,-2.817,10058.0
1523,52.982,-2.78,10058.0
1534,52.973,-2.743,10058.0
1544,52.965,-2.708,10058.0
1554,52.957,-2.676,10058.0
1565,52.948,-2.638,10058.0
1574,52.939,-2.6,10058.0
1586,52.93,-2.561,10066.0
1604,52.914,-2.491,10073.0
1614,51.677,-2.513,10050.0
1621,51.673,-2.489,10050.0
1626,52.896,-2.413,10066.0
1640,52.883,-2.361,10058.0
1649,52.875,-2.325,10050.0
1660,52.866,-2.288,10050.0
1670,52.859,-2.257,10050.0
1681,52.846,-2.216,10012.0
1691,51.633,-2.2,10050.0
1706,52.809,-2.144,9692.0
1721,52.788,-2.119,9570.0
1736,52.758,-2.085,9387.0
1746,52.738,-2.063,9265.0
1756,52.721,-2.043,9159.0
1766,52.703,-2.022,9044.0
1776,52.686,-2.002,8945.0
1788,52.666,-1.979,8823.0
1801,52.64,-1.949,8663.0
1812,52.623,-1.929,8557.0
1822,52.605,-1.909,8450.0
1832,52.588,-1.889,8343.0
1842,52.575,-1.874,8260.0
1852,52.554,-1.85,8130.0
1861,52.539,-1.832,8039.0
1878,52.509,-1.798,7856.0
1887,52.492,-1.779,7741.0
1898,52.476,-1.76,7642.0
1908,52.456,-1.738,7520.0
1919,52.439,-1.719,7421.0
1928,52.422,-1.699,7315.0
1938,52.406,-1.681,7208.0
1948,52.389,-1.661,7094.0
1964,52.362,-1.63,6926.0
1974,52.346,-1.612,6827.0
1984,52.328,-1.592,6713.0
1994,52.313,-1.575,6614.0
2002,52.3,-1.561,6530.0
2013,52.282,-1.54,6423.0
2025,52.264,-1.52,6301.0
2033,52.246,-1.499,6187.0
2043,52.23,-1.481,6080.0
2054,52.213,-1.462,5974.0
2068,52.194,-1.435,5844.0
2080,52.178,-1.412,5737.0
2090,52.163,-1.391,5638.0
2106,52.136,-1.353,5455.0
2126,52.106,-1.312,5219.0
2138,52.096,-1.297,5082.0
2152,52.089,-1.287,4991.0
2170,52.063,-1.252,4823.0
2187,52.042,-1.223,4747.0
2206,52.017,-1.189,4587.0
2221,51.975,-1.13,4335.0
2241,51.944,-1.087,4168.0
2251,51.931,-1.069,4053.0
2263,51.915,-1.047,3939.0
2282,51.892,-1.015,3863.0
2293,51.876,-0.993,3794.0
2303,51.864,-0.977,3756.0
2313,51.853,-0.957,3710.0
2323,51.844,-0.935,3657.0
2333,51.837,-0.911,3596.0
2343,51.83,-0.888,3520.0
2353,51.822,-0.863,3436.0
2363,51.816,-0.841,3368.0
2374,51.809,-0.818,3299.0
2384,51.801,-0.793,3238.0
2398,51.793,-0.765,3162.0
2409,51.784,-0.737,3078.0
2420,51.777,-0.713,3002.0
2430,51.77,-0.692,2926.0
2443,51.761,-0.662,2827.0
2455,51.752,-0.634,2766.0
2465,51.746,-0.613,2743.0
2475,51.739,-0.592,2743.0
2485,51.733,-0.572,2743.0
2489,51.731,-0.564,2743.0
2496,51.358,1.17,8542.0
2505,51.721,-0.534,2735.0
2516,51.354,1.249,8305.0
2526,51.702,-0.506,2735.0
2541,51.684,-0.499,2735.0
2556,51.669,-0.503,2735.0
2566,51.66,-0.51,2735.0
2582,51.648,-0.527,2743.0
2592,51.643,-0.539,2743.0
2601,51.639,-0.553,2743.0
2611,51.638,-0.567,2743.0
2622,51.638,-0.582,2735.0
2637,51.642,-0.604,2743.0
2651,51.648,-0.622,2743.0
2661,51.652,-0.635,2735.0
2671,51.656,-0.647,2735.0
2681,51.66,-0.66,2743.0
2693,51.664,-0.676,2735.0
2703,51.668,-0.689,2735.0
2713,51.672,-0.702,2735.0
2723,51.677,-0.714,2735.0
2732,51.682,-0.723,2735.0
2743,51.689,-0.732,2743.0
2754,51.7,-0.74,2743.0
2763,51.709,-0.742,2735.0
2773,51.721,-0.742,2735.0
2781,51.73,-0.738,2735.0
2791,51.74,-0.729,2735.0
2803,51.751,-0.711,2735.0
2813,51.757,-0.692,2735.0
2823,51.759,-0.671,2735.0
2833,51.757,-0.649,2743.0
2843,51.752,-0.629,2743.0
2854,51.745,-0.61,2743.0
2864,51.739,-0.592,2743.0
2874,51.733,-0.574,2735.0
2884,51.727,-0.553,2743.0
2894,51.721,-0.536,2735.0
2904,51.713,-0.518,2735.0
2914,51.703,-0.506,2743.0
2925,51.69,-0.5,2743.0
2935,51.678,-0.5,2743.0
2945,51.667,-0.505,2743.0
2947,51.665,-0.507,2743.0
2959,51.655,-0.517,2735.0
2969,51.648,-0.529,2735.0
2985,51.641,-0.55,2743.0
2995,51.639,-0.564,2743.0
3006,51.639,-0.578,2735.0
3018,51.641,-0.595,2735.0
3031,51.647,-0.613,2743.0
3041,51.653,-0.624,2743.0
3052,51.661,-0.634,2743.0
3062,51.669,-0.64,2743.0
3071,51.679,-0.644,2743.0
3081,51.691,-0.643,2743.0
3091,51.701,-0.639,2735.0
3107,51.717,-0.621,2735.0
3117,51.725,-0.603,2735.0
3127,51.729,-0.581,2735.0
3138,51.728,-0.559,2743.0
3147,51.724,-0.539,2743.0
3158,51.716,-0.522,2743.0
3168,51.706,-0.509,2743.0
3178,51.695,-0.499,2743.0
3188,51.686,-0.484,2735.0
3193,50.981,3.686,4800.0
3204,51.675,-0.453,2743.0
3212,51.67,-0.436,2727.0
3224,51.663,-0.412,2674.0
3234,51.658,-0.394,2636.0
3243,51.652,-0.372,2598.0
3253,51.646,-0.352,2560.0
3262,51.642,-0.336,2529.0
3274,51.636,-0.312,2484.0
3284,51.631,-0.294,2446.0
3293,51.625,-0.273,2430.0
3304,51.62,-0.256,2430.0
3313,51.616,-0.241,2415.0
3324,51.61,-0.22,2377.0
3333,51.606,-0.207,2346.0
3345,51.601,-0.19,2301.0
3354,51.595,-0.168,2240.0
3364,51.591,-0.152,2209.0
3374,51.587,-0.135,2186.0
3385,51.583,-0.112,2156.0
3397,51.579,-0.09,2125.0
3415,51.574,-0.059,2080.0
3426,51.571,-0.041,2057.0
3445,51.564,-0.007,2034.0
3459,51.561,0.011,2026.0
3472,51.551,0.033,2026.0
3489,51.535,0.045,1996.0
3501,51.524,0.047,1965.0
3518,51.509,0.047,1920.0
3539,51.495,0.031,1866.0
3553,51.488,0.018,1828.0
3567,51.482,0.005,1783.0
3580,51.48,-0.007,1744.0
3591,51.479,-0.019,1722.0
3603,51.478,-0.031,1714.0
3615,51.478,-0.043,1706.0
3632,51.478,-0.058,1661.0
3645,51.478,-0.07,1630.0
3656,51.478,-0.081,1584.0
3669,51.478,-0.094,1524.0
3684,51.478,-0.107,1463.0
3700,51.478,-0.12,1409.0
3709,51.478,-0.131,1371.0
3722,51.478,-0.143,1333.0
3734,51.478,-0.154,1287.0
3750,51.478,-0.17,1226.0
3764,51.478,-0.182,1181.0
3779,51.478,-0.198,1112.0
3792,51.478,-0.209,1074.0
3805,51.478,-0.223,1013.0
3818,51.478,-0.235,975.0
3832,51.478,-0.248,922.0
3850,51.478,-0.265,861.0
3866,51.478,-0.281,800.0
3879,51.478,-0.291,754.0
