EHAM
LEVC
146609
468
0,52.302,4.771,0.0
21,52.29,4.741,144.0
33,52.287,4.732,251.0
46,52.281,4.717,449.0
62,52.276,4.704,624.0
76,52.27,4.691,716.0
89,52.262,4.669,815.0
101,52.258,4.659,883.0
116,52.251,4.642,1028.0
131,52.242,4.621,1211.0
145,52.226,4.578,1623.0
164,52.212,4.546,1958.0
177,52.202,4.535,2095.0
191,52.192,4.532,2202.0
207,52.162,4.531,2529.0
218,52.155,4.53,2621.0
232,52.14,4.527,2796.0
241,52.125,4.523,2971.0
254,52.112,4.52,3086.0
268,52.086,4.514,3177.0
277,52.076,4.511,3208.0
288,52.064,4.508,3299.0
298,52.039,4.503,3550.0
310,52.028,4.501,3672.0
323,51.979,4.49,4137.0
339,51.962,4.487,4290.0
355,51.942,4.482,4434.0
374,51.914,4.476,4632.0
391,51.882,4.469,4892.0
400,51.868,4.466,5006.0
415,51.842,4.46,5204.0
427,51.824,4.456,5341.0
450,51.756,4.442,5821.0
467,51.738,4.438,5951.0
482,51.707,4.431,6156.0
492,51.692,4.428,6263.0
502,51.677,4.425,6377.0
512,51.661,4.422,6484.0
528,51.623,4.413,6697.0
540,51.603,4.409,6797.0
557,51.58,4.404,6888.0
570,51.521,4.391,7139.0
594,51.487,4.384,7299.0
606,51.453,4.376,7498.0
622,51.437,4.372,7604.0
630,51.42,4.366,7696.0
646,51.379,4.345,7924.0
663,51.343,4.319,8115.0
676,51.326,4.306,8199.0
693,51.292,4.28,8351.0
708,51.275,4.267,8420.0
724,51.234,4.236,8564.0
736,51.199,4.21,8686.0
748,51.18,4.195,8755.0
758,51.159,4.181,8862.0
768,51.144,4.173,8945.0
786,51.112,4.155,9121.0
801,51.069,4.131,9342.0
811,51.051,4.122,9433.0
822,51.033,4.112,9517.0
839,51.0,4.094,9677.0
856,50.98,4.083,9761.0
869,50.92,4.05,9906.0
884,50.901,4.039,9951.0
895,50.885,4.03,9989.0
911,50.85,4.009,10066.0
920,50.834,3.998,10066.0
937,50.806,3.98,10058.0
951,50.771,3.958,10058.0
971,50.752,3.946,10058.0
986,50.684,3.903,10058.0
1002,50.666,3.892,10058.0
1015,50.645,3.878,10058.0
1025,50.621,3.863,10058.0
1037,50.605,3.853,10058.0
1053,50.558,3.822,10058.0
1074,50.512,3.791,10058.0
1086,50.496,3.78,10058.0
1096,50.468,3.76,10058.0
1108,50.451,3.749,10058.0
1124,50.427,3.732,10058.0
1137,50.399,3.713,10058.0
1159,50.323,3.661,10058.0
1176,50.303,3.648,10058.0
1195,50.274,3.629,10058.0
1208,50.246,3.61,10058.0
1220,50.23,3.599,10058.0
1233,50.205,3.582,10058.0
1246,50.167,3.557,10058.0
1264,50.146,3.543,10058.0
1275,50.109,3.518,10058.0
1292,50.06,3.485,10058.0
1306,50.041,3.473,10058.0
1321,50.01,3.452,10058.0
1330,49.999,3.444,10058.0
1347,49.957,3.417,10058.0
1360,49.941,3.406,10058.0
1376,49.878,3.364,10058.0
1395,49.858,3.35,10058.0
1406,49.828,3.331,10058.0
1421,49.814,3.322,10058.0
1431,49.782,3.301,10058.0
1442,49.768,3.291,10058.0
1451,49.754,3.282,10058.0
1467,49.725,3.263,10058.0
1478,49.704,3.249,10058.0
1496,49.648,3.212,10058.0
1513,49.614,3.19,10058.0
1523,49.594,3.177,10058.0
1540,49.571,3.161,10058.0
1555,49.528,3.133,10058.0
1567,49.511,3.122,10058.0
1580,49.494,3.11,10058.0
1599,49.427,3.046,10058.0
1619,49.4,3.019,10058.0
1635,49.38,2.998,10058.0
1653,49.344,2.962,10058.0
1662,49.333,2.951,10058.0
1678,49.311,2.929,10058.0
1693,49.284,2.901,10058.0
1706,49.243,2.86,10058.0
1729,49.197,2.815,10058.0
1739,49.182,2.799,10058.0
1753,49.167,2.785,10058.0
1771,49.129,2.747,10058.0
1783,49.115,2.732,10058.0
1795,49.096,2.713,10058.0
1807,49.053,2.669,10058.0
1819,49.026,2.643,10058.0
1830,49.012,2.628,10058.0
1842,48.998,2.615,10058.0
1853,48.969,2.586,10058.0
1864,48.955,2.572,10058.0
1881,48.917,2.535,10058.0
1895,48.904,2.521,10058.0
1916,48.854,2.474,10058.0
1929,48.822,2.45,10058.0
1942,48.805,2.44,10058.0
1958,48.782,2.428,10058.0
1971,48.733,2.405,10058.0
1984,48.715,2.397,10058.0
2003,48.672,2.376,10058.0
2016,48.628,2.356,10058.0
2031,48.606,2.346,10058.0
2046,48.567,2.327,10058.0
2065,48.544,2.317,10058.0
2079,48.519,2.305,10058.0
2092,48.484,2.29,10058.0
2102,48.47,2.283,10058.0
2120,48.394,2.249,10058.0
2135,48.379,2.242,10058.0
2151,48.341,2.225,10058.0
2165,48.32,2.216,10058.0
2187,48.267,2.194,10058.0
2199,48.254,2.19,10058.0
2210,48.244,2.186,10058.0
2224,48.165,2.161,10058.0
2241,48.149,2.156,10058.0
2251,48.121,2.147,10058.0
2267,48.093,2.137,10058.0
2280,48.062,2.127,10058.0
2290,48.048,2.123,10058.0
2307,48.001,2.108,10058.0
2322,47.984,2.102,10058.0
2336,47.915,2.08,10058.0
2348,47.9,2.075,10058.0
2358,47.883,2.07,10058.0
2368,47.857,2.062,10058.0
2383,47.836,2.055,10058.0
2396,47.798,2.043,10058.0
2408,47.781,2.037,10058.0
2427,47.716,2.016,10066.0
2441,47.695,2.009,10058.0
2455,47.65,1.995,10058.0
2469,47.635,1.99,10058.0
2486,47.606,1.981,10058.0
2504,47.562,1.966,10081.0
2524,47.5,1.946,10256.0
2541,47.459,1.933,10416.0
2554,47.441,1.927,10485.0
2565,47.423,1.922,10553.0
2582,47.376,1.907,10668.0
2595,47.36,1.901,10668.0
2611,47.306,1.884,10668.0
2631,47.265,1.871,10668.0
2641,47.247,1.866,10668.0
2657,47.227,1.86,10668.0
2677,47.147,1.835,10668.0
2692,47.129,1.829,10668.0
2706,47.097,1.819,10668.0
2722,47.06,1.808,10668.0
2738,47.034,1.8,10668.0
2747,47.017,1.794,10668.0
2769,46.948,1.773,10668.0
2791,46.902,1.758,10668.0
2813,46.859,1.745,10668.0
2828,46.829,1.736,10668.0
2845,46.776,1.72,10668.0
2866,46.717,1.702,10668.0
2877,46.695,1.695,10668.0
2891,46.677,1.689,10668.0
2905,46.659,1.684,10668.0
2926,46.607,1.668,10668.0
2950,46.55,1.65,10668.0
2963,46.534,1.645,10668.0
2982,46.475,1.627,10668.0
2994,46.433,1.614,10668.0
3017,46.401,1.604,10668.0
3036,46.363,1.593,10668.0
3053,46.335,1.584,10668.0
3067,46.266,1.563,10668.0
3080,46.248,1.558,10668.0
3100,46.203,1.544,10668.0
3118,46.174,1.536,10668.0
3127,46.161,1.532,10668.0
3143,46.12,1.52,10668.0
3157,46.075,1.506,10668.0
3167,46.053,1.499,10668.0
3181,46.01,1.487,10668.0
3193,45.996,1.482,10668.0
3207,45.974,1.475,10668.0
3222,45.954,1.469,10668.0
3242,45.896,1.452,10668.0
3262,45.843,1.436,10668.0
3283,45.797,1.423,10668.0
3294,45.778,1.417,10668.0
3311,45.75,1.409,10668.0
3329,45.681,1.388,10668.0
3340,45.656,1.38,10668.0
3355,45.631,1.373,10668.0
3368,45.61,1.367,10668.0
3383,45.563,1.353,10668.0
3395,45.544,1.348,10668.0
3408,45.522,1.341,10668.0
3420,45.49,1.332,10668.0
3435,45.469,1.326,10668.0
3445,45.421,1.312,10668.0
3455,45.397,1.305,10668.0
3466,45.374,1.299,10668.0
3481,45.347,1.291,10668.0
3496,45.302,1.278,10668.0
3508,45.284,1.272,10668.0
3520,45.269,1.268,10668.0
3530,45.23,1.257,10668.0
3545,45.207,1.25,10668.0
3562,45.156,1.235,10668.0
3575,45.114,1.223,10668.0
3586,45.1,1.219,10668.0
3602,45.073,1.212,10668.0
3616,45.045,1.204,10668.0
3625,45.029,1.199,10668.0
3635,45.008,1.193,10668.0
3647,44.94,1.174,10668.0
3660,44.924,1.169,10668.0
3678,44.894,1.161,10668.0
3692,44.857,1.15,10668.0
3707,44.834,1.144,10668.0
3721,44.797,1.133,10668.0
3737,44.771,1.126,10668.0
3751,44.717,1.111,10668.0
3765,44.675,1.099,10668.0
3780,44.653,1.092,10668.0
3795,44.634,1.087,10668.0
3817,44.581,1.072,10668.0
3834,44.553,1.065,10668.0
3851,44.483,1.045,10668.0
3861,44.469,1.041,10668.0
3888,44.411,1.025,10668.0
3903,44.366,1.012,10668.0
3916,44.349,1.007,10668.0
3933,44.307,0.996,10668.0
3950,44.282,0.988,10668.0
3964,44.24,0.977,10668.0
3977,44.223,0.972,10668.0
3987,44.176,0.959,10668.0
3999,44.16,0.955,10668.0
4015,44.117,0.943,10668.0
4029,44.099,0.938,10668.0
4042,44.08,0.932,10668.0
4054,44.016,0.915,10668.0
4067,43.998,0.91,10668.0
4079,43.981,0.905,10668.0
4095,43.944,0.895,10668.0
4107,43.924,0.89,10668.0
4117,43.908,0.885,10668.0
4133,43.839,0.866,10668.0
4145,43.819,0.861,10668.0
4156,43.801,0.856,10668.0
4170,43.761,0.845,10668.0
4184,43.737,0.838,10668.0
4197,43.72,0.834,10668.0
4210,43.694,0.826,10668.0
4220,43.638,0.811,10668.0
